Vx,,Dec. 2000,,,Mars 2001,,,,,,,,,Sept 2001,,,Decembre 2001,,,,,,,,,Dec 2001,,,Mars 2002,,,,,,,,,Sept 2002,,,Decembre 2002,,,,,,,,,Dec 2002,,,Mars 2003,,,,,,,,,Sept 2003,,,Dec 2003,,,,,,,,,Dec 2003,,,Mars 2004,,,,,,,,,Sept 2004,,,Dec 2004,,,,,,,,,Dec 2004,,,Mars 2005,,,,,,,,,Sept 2005,,,Dec 2005,,,,,,,,,Dec 2005,,,Mars 2006,,,,,,,,,Sept 2006,,,Dec 2006,,,,,,,,,Dec 2006,,,Mars 2007,,,,,,,,,Sept 2007,,,Dec 2007,,,,,,,,,Dec 2007,,,Mars 2008,,,,,,,,,Sept 2008,,,Dec 2008,,,,,,,,,Dec 2008,,,Mars 2009,,,,,,,,,Sept 2009,,,Dec 2009,,,,,,,,,Dec 2009,,,Mars 2010,,,,,,,,,Sept 2010,,,Dec 2010,,,,,,,,,Dec 2010,,,Mars 2011,,,,,,,,,Sept 2011,,,Dec 2011,,,,,,,,,Dec 2011,,,Mars 2012,,,,,,,,,Sept 2012,,,Dec 2012,,,,,,,,,Dec 2012,,,Mars 2013,,,,,,,,,Sept 2013,,,Dec 2013,,,,,,,
,,(21/11/00),,,Recolte : 4 mars 2001 - Analyse : mai 2001,,,,,,,,,(05/09/01),,,Recolte : 30 nov 2001 - Analyse : 1 mars 2002,,,,,,,,,(30/11/01),,,Recolte : 2 mars 2002 - Analyse : 11 sept 2002,,,,,,,,,(04/09/02),,,Recolte : 13 dec 2002 - Analyse : 19 et 20 fev 2003,,,,,,,,,(13/12/02),,,Recolte : 9 mars 2003 - Analyse : 18 mai 2003,,,,,,,,,(28/08/03),,,Recolte : 2 dec 2003 - Analyse : 9 mars 2004,,,,,,,,,(02/12/03),,,Recolte : 7 mars 2004 - Analyse : 24 sept 2004,,,,,,,,,(22/09/04),,,Recolte : 2 dec 2004 - Analyse : 29 avril 2005,,,,,,,,,(02/12/04),,,Recolte : 13 mars 2005 - Analyse : 26 avril 2005,,,,,,,,,(31/08/05),,,Recolte : 10 dec 2005 - Analyse : 17 juin 2006,,,,,,,,,(10/12/05),,,Recolte : 1 mars 2006 - Analyse : 20 juin 2006,,,,,,,,,(24/08/06),,,Recolte : 10 dec 2006 - Analyse : 26 mai 2007,,,,,,,,,(10/12/06),,,Recolte : 28 mars 2007 - Analyse : 16 juillet 2007,,,,,,,,,(02/09/07),,,Recolte : 9 dec 2007 - Analyse : 22 aout 2008,,,,,,,,,(09/12/07),,,Recolte : 16 mars 2008 - Analyse : 27 aout 2008,,,,,,,,,(26/08/08),,,Recolte : 28 nov 2008 - Analyse : PB,,,,,,,,,(28/11/08),,,Recolte : 5 mars 2009 - Analyse : PB,,,,,,,,,(24/08/09),,,Recolte :  1 dec 2009 - Analyse : PB,,,,,,,,,(01/12/09),,,Recolte :  9 mars 2010 - Analyse : PB,,,,,,,,,(29/08/10),,,Recolte :  29 nov 2010 - Analyse : PB,,,,,,,,,(29/12/10),,,Recolte :  10 mars 2011 - Analyse : PB,,,,,,,,,(29/08/11),,,Recolte :  6 dec 2011 - Analyse : PB,,,,,,,,,(06/12/11),,,Recolte :  1 mars 2012 - Analyse : PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Total,0,0,5,5,,,,,,,,Total,0,0,7,7,,,,,,,,Total,0,0,4,4,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,1,0,6,7,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,3,3,,,,,,,,Total,0,0,2,2,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,2,2,,,,,,,,Total,0,2,3,5,,,,,,,,Total,0,0,0,0,,,,,,,,Total,2,3,0,5,,,,,,,,Total,0,0,0,0,,,,,,,,Total,,,,,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,1,1,,,,,,,,Total,3,1,0,4,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vx6,,106,,,106,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,186,,,186,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,186,,,186,,,Dessus,Bords,Dessous,Total,,,186,,,186,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,186,,,186,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,186,,,186,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,186,,,186,,,Dessus,Bords,Dessous,Total,,,6,,,,,,Dessus,Bords,Dessous,Total,,,186,,,186,,,Dessus,Bords,Dessous,Total,,,x,,,x,,,Dessus,Bords,Dessous,Total,,,V6,,,V6,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,,,6,,,6,,,Dessus,Bords,Dessous,Total,
,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,, ,,,Pocilloporidae,,,,0,, ,,, ,,,Pocilloporidae,1,3,,4,, ,,, ,,,Pocilloporidae,,,,0,, ,,, ,,,Pocilloporidae,1,1,,2,, ,,, ,,,Pocilloporidae,,,,0,, ,,, ,,,Pocilloporidae,,1,1,2,, ,,, ,,,Pocilloporidae,,,,0,, ,,, ,,,Pocilloporidae,,,2,2,, ,,, ,,,Pocilloporidae,,,1,1,, ,,, ,,,Pocilloporidae,,,,,, ,,, ,,,Pocilloporidae,,,,0,, ,,,,,,Pocilloporidae,2,2,,4,, ,,,,,,Pocilloporidae,,,,0,, ,,,,,,Pocilloporidae,,,9,9,, ,,,,,,Pocilloporidae,,,,0,, ,,,,,,Pocilloporidae,,3,8,11,, ,,,,,,Pocilloporidae,,,,0,, ,,,,,,Pocilloporidae,4,6,4,14,, ,,,,,,Pocilloporidae,,,,0,, ,,,,,,Pocilloporidae,1,1,1,3,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,1,1,,,,,,,,Pocilloporidae,,,,0,
,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,1,,1,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,1,,1,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,2,,2,,,,,,,,Acroporidae,,,,,,,,,,,,Acroporidae,,1,,1,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,
,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,2,,2,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,
,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,1,,,1,Fungia ?,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,
,,,,,,,Casses,,,1,1,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,1,,1,2,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,
,,,,,,,Total,0,0,1,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,1,0,0,1,,,,,,,,Total,1,4,0,5,,,,,,,,Total,0,0,0,0,,,,,,,,Total,1,2,0,3,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,1,1,2,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,2,2,,,,,,,,Total,0,2,1,3,,,,,,,,Total,,,,,,,,,,,,Total,0,1,0,1,,,,,,,,Total,2,2,0,4,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,9,9,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,3,8,11,,,,,,,,Total,0,0,0,0,,,,,,,,Total,5,6,5,16,,,,,,,,Total,0,0,0,0,,,,,,,,Total,1,3,1,5,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,1,1,,,,,,,,Total,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vx7,,107,,,107,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,,,187,,,187,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,,,187,,,187,,,Dessus,Bords,Dessous,Total,,,187,,,187,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,,,187,,,187,,,Dessus,Bords,Dessous,Total,,,7,,,,,,Dessus,Bords,Dessous,Total,,,187,,,187,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,,,187,,,187,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,,,187,,,187,,,Dessus,Bords,Dessous,Total,,,29?,,,29?,,,Dessus,Bords,Dessous,Total,,,V7,,,V7,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,,,7,,,,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,,,7,,,7,,,Dessus,Bords,Dessous,Total,
,,,,,,,Pocilloporidae,,,1,1,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,2,,2,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,2,5,,7,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,1,,1,2,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,1,,,1,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,1,4,5,10,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,3,3,,,,,,,,Pocilloporidae,,,,0,
,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,1,,1,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,,,,,,,,,Acroporidae,,,1,1,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,
,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,
,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,
,,,,,,,Casses,,,,0,,,,,,,,Casses,,,1,1,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,,,,,,,,,Casses,,,,0,,,,,,,,Casses,,1,,1,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,
,,,,,,,Total,0,0,1,1,,,,,,,,Total,0,1,1,2,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,2,0,2,,,,,,,,Total,0,0,0,0,,,,,,,,Total,,,,,,,,,,,,Total,0,0,1,1,,,,,,,,Total,2,5,0,7,,,,,,,,Total,0,0,0,0,,,,,,,,Total,1,0,1,2,,,,,,,,Total,0,0,0,0,,,,,,,,Total,1,0,0,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,,,,,,,,,,,,Total,0,0,0,0,,,,,,,,Total,1,5,5,11,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,3,3,,,,,,,,Total,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vx8,,108,,,108,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,,,188,,,188,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,,,188,,,188,,,Dessus,Bords,Dessous,Total,,,188,,,188,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,,,188,,,188,,,Dessus,Bords,Dessous,Total,,,8,,,,,,Dessus,Bords,Dessous,Total,,,188,,,188,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,,,188,,,188,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,,,188,,,188,,,Dessus,Bords,Dessous,Total,,,x,,,x,,,Dessus,Bords,Dessous,Total,,,V8,,,V8,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,,,8,,,,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,,,8,,,8,,,Dessus,Bords,Dessous,Total,
,,,,,,,Pocilloporidae,,1,9,10,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,1,1,2,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,1,2,,3,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,2,,2,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,1,,1,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,2,3,,5,,,,,,,,Pocilloporidae,,,1,1,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,1,,,1,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,1,,1,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,2,,1,3,,,,,,,,Pocilloporidae,,,,0,
,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,2,1,3,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,1,,,1,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,1,,,1,,,,,,,,Acroporidae,,,,,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,
,,,,,,,Poritidae,,1,2,3,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,
,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,
,,,,,,,Casses,1,,2,3,,,,,,,,Casses,,1,1,2,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,1,,1,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,1,,,1,,,,,,,,Casses,,,,0,
,,,,,,,Total,1,2,13,16,,,,,,,,Total,0,3,2,5,,,,,,,,Total,0,1,1,2,,,,,,,,Total,0,0,0,0,,,,,,,,Total,2,3,0,5,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,2,0,2,,,,,,,,Total,1,0,0,1,,,,,,,,Total,,,,,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,1,0,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,2,3,0,5,,,,,,,,Total,0,0,1,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,,,,,,,,,,,,Total,0,0,0,0,,,,,,,,Total,1,0,0,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,1,0,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,3,0,1,4,,,,,,,,Total,0,0,0,0,
